,date,time,currency,impact,event,actual,forecast,previous,actual_val,forecast_val,previous_val,rule_sentiment,finber_input,nlp_sentiment,nlp_confidence,market_sentiment
86,Thu,,USD,Low,NAHB Housing Market Index,,40,40,12.643749999999999,40.0,40.0,neutral,EVENT: NAHB Housing Market Index | IMPACT (important): Low | FORECAST VALUE: 40.0 | PREVIOUS VALUE: 40.0 | ACTUAL RESULT: 12.643749999999999,negative,0.8323947787284851,bearish
87,Thu,Tentative,USD,Low,Mortgage Delinquencies,,,3.98%,12.643749999999999,7.064583333333334,3.98,neutral,EVENT: Mortgage Delinquencies | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 3.98 | ACTUAL RESULT: 12.643749999999999,negative,0.7858496904373169,bearish
88,Thu,8:00pm,USD,Low,Natural Gas Storage,,,104B,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: Natural Gas Storage | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.5368267893791199,bearish
89,Thu,11:35pm,USD,Low,FOMC Member Barr Speaks,,,,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: FOMC Member Barr Speaks | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.7152230739593506,bearish
90,Fri,4:00am,NZD,Low,BusinessNZ Manufacturing Index,,,53.2,12.643749999999999,7.064583333333334,53.2,neutral,EVENT: BusinessNZ Manufacturing Index | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 53.2 | ACTUAL RESULT: 12.643749999999999,negative,0.8541775941848755,bearish
91,Fri,5:20am,JPY,Low,Prelim GDP Price Index y/y,,3.2%,2.9%,12.643749999999999,3.2,2.9,neutral,EVENT: Prelim GDP Price Index y/y | IMPACT (important): Low | FORECAST VALUE: 3.2 | PREVIOUS VALUE: 2.9 | ACTUAL RESULT: 12.643749999999999,negative,0.8254761695861816,bearish
92,Fri,,JPY,Low,Prelim GDP q/q,,-0.1%,0.7%,12.643749999999999,-0.1,0.7,neutral,EVENT: Prelim GDP q/q | IMPACT (important): Low | FORECAST VALUE: -0.1 | PREVIOUS VALUE: 0.7 | ACTUAL RESULT: 12.643749999999999,negative,0.7038856148719788,bearish
93,Fri,8:30am,NZD,Medium,Inflation Expectations q/q,,,2.06%,12.643749999999999,7.064583333333334,2.06,neutral,EVENT: Inflation Expectations q/q | IMPACT (important): Medium | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 2.06 | ACTUAL RESULT: 12.643749999999999,neutral,0.802302896976471,neutral
94,Fri,10:00am,JPY,Low,Revised Industrial Production m/m,,-1.1%,-1.1%,12.643749999999999,-1.1,-1.1,neutral,EVENT: Revised Industrial Production m/m | IMPACT (important): Low | FORECAST VALUE: -1.1 | PREVIOUS VALUE: -1.1 | ACTUAL RESULT: 12.643749999999999,negative,0.8609851002693176,bearish
95,Fri,2:30pm,EUR,Low,Italian Trade Balance,,5.15B,4.47B,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: Italian Trade Balance | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.7453819513320923,bearish
96,Fri,,EUR,Low,Trade Balance,,17.5B,21.0B,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: Trade Balance | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.7226343750953674,bearish
97,Fri,Tentative,EUR,Low,EU Economic Forecasts,,,,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: EU Economic Forecasts | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.7172099351882935,bearish
98,Fri,4:30pm,CHF,Medium,SNB Chairman Schlegel Speaks,,,,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: SNB Chairman Schlegel Speaks | IMPACT (important): Medium | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,neutral,0.8256615996360779,neutral
99,Fri,6:00pm,CAD,Low,Foreign Securities Purchases,,,-6.46B,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: Foreign Securities Purchases | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.6768011450767517,bearish
100,Fri,,USD,Low,Building Permits,,1.45M,1.48M,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: Building Permits | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.5700756311416626,bearish
101,Fri,,USD,Low,Housing Starts,,1.37M,1.32M,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: Housing Starts | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.7119423151016235,bearish
102,Fri,,USD,Low,Import Prices m/m,,-0.4%,-0.1%,12.643749999999999,-0.4,-0.1,neutral,EVENT: Import Prices m/m | IMPACT (important): Low | FORECAST VALUE: -0.4 | PREVIOUS VALUE: -0.1 | ACTUAL RESULT: 12.643749999999999,negative,0.7080899477005005,bearish
103,Fri,Tentative,USD,Low,FOMC Member Barkin Speaks,,,,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: FOMC Member Barkin Speaks | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.6949666142463684,bearish
104,Fri,7:30pm,USD,High,Prelim UoM Consumer Sentiment,,53.1,52.2,12.643749999999999,53.1,52.2,neutral,EVENT: Prelim UoM Consumer Sentiment | IMPACT (important): High | FORECAST VALUE: 53.1 | PREVIOUS VALUE: 52.2 | ACTUAL RESULT: 12.643749999999999,neutral,0.8290468454360962,neutral
105,Fri,,USD,High,Prelim UoM Inflation Expectations,,,6.5%,12.643749999999999,7.064583333333334,6.5,neutral,EVENT: Prelim UoM Inflation Expectations | IMPACT (important): High | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 6.5 | ACTUAL RESULT: 12.643749999999999,neutral,0.6755141019821167,neutral
106,Fri,8:30pm,GBP,Low,MPC Member Lombardelli Speaks,,,,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: MPC Member Lombardelli Speaks | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.7170445919036865,bearish
107,Sat,1:30am,USD,Low,TIC Long-Term Purchases,,44.2B,112.0B,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: TIC Long-Term Purchases | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.7318322658538818,bearish
108,Sat,7:10am,USD,Low,FOMC Member Daly Speaks,,,,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: FOMC Member Daly Speaks | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.6661421060562134,bearish
